country,state,date,variable,generation_gwh,share_of_generation_pct,emissions_ktco2,share_of_emissions_pct
Türkiye,Adana,2022-01-01,Other Fossil,0,0,0,0
Türkiye,Adana,2022-01-01,Solar,10.47,0.64,0.5,0.05
Türkiye,Adana,2022-01-01,Wind,1.05,0.06,0.01,0
Türkiye,Adana,2022-02-01,Bioenergy,11.53,0.65,2.65,0.28
Türkiye,Adana,2022-02-01,Coal,1135.17,64.36,930.84,97.77
Türkiye,Adana,2022-02-01,Gas,7.3,0.41,3.58,0.38
Türkiye,Adana,2022-02-01,Geothermal,0,0,0,0
Türkiye,Adana,2022-02-01,Hydro,595.72,33.77,14.3,1.5
Türkiye,Adana,2022-02-01,Other Fossil,0,0,0,0
Türkiye,Adana,2022-02-01,Solar,13.57,0.77,0.65,0.07
Türkiye,Adana,2022-02-01,Wind,0.62,0.04,0.01,0
Türkiye,Adana,2022-03-01,Bioenergy,14.84,0.84,3.41,0.54
Türkiye,Adana,2022-03-01,Coal,724.07,40.77,593.74,94.5
Türkiye,Adana,2022-03-01,Gas,12.35,0.7,6.05,0.96
Türkiye,Adana,2022-03-01,Geothermal,0,0,0,0
Türkiye,Adana,2022-03-01,Hydro,1003.74,56.51,24.09,3.83
Türkiye,Adana,2022-03-01,Other Fossil,0,0,0,0
Türkiye,Adana,2022-03-01,Solar,20.73,1.17,1,0.16
Türkiye,Adana,2022-03-01,Wind,0.35,0.02,0,0
Türkiye,Adana,2022-04-01,Bioenergy,17.56,1.45,4.04,0.94
Türkiye,Adana,2022-04-01,Coal,495.09,40.85,405.97,94.07
Türkiye,Adana,2022-04-01,Gas,9.04,0.75,4.43,1.03
Türkiye,Adana,2022-04-01,Geothermal,0,0,0,0
Türkiye,Adana,2022-04-01,Hydro,665.64,54.92,15.98,3.7
Türkiye,Adana,2022-04-01,Other Fossil,0,0,0,0
Türkiye,Adana,2022-04-01,Solar,23.77,1.96,1.14,0.26
Türkiye,Adana,2022-04-01,Wind,1.01,0.08,0.01,0
Türkiye,Adana,2022-05-01,Bioenergy,18.05,1.72,4.15,0.91
Türkiye,Adana,2022-05-01,Coal,531.21,50.58,435.59,95.27
Türkiye,Adana,2022-05-01,Gas,10.37,0.99,5.08,1.11
Türkiye,Adana,2022-05-01,Geothermal,0,0,0,0
Türkiye,Adana,2022-05-01,Hydro,462.21,44.01,11.09,2.43
Türkiye,Adana,2022-05-01,Other Fossil,0,0,0,0
Türkiye,Adana,2022-05-01,Solar,27.26,2.6,1.31,0.29
Türkiye,Adana,2022-05-01,Wind,1.17,0.11,0.01,0
Türkiye,Adana,2022-06-01,Bioenergy,17.49,1.1,4.02,0.42
Türkiye,Adana,2022-06-01,Coal,1140,71.69,934.8,97.97
Türkiye,Adana,2022-06-01,Gas,9.3,0.58,4.56,0.48
Türkiye,Adana,2022-06-01,Geothermal,0,0,0,0
Türkiye,Adana,2022-06-01,Hydro,397.55,25,9.54,1
Türkiye,Adana,2022-06-01,Other Fossil,0,0,0,0
Türkiye,Adana,2022-06-01,Solar,24.9,1.57,1.2,0.13
Türkiye,Adana,2022-06-01,Wind,0.83,0.05,0.01,0
Türkiye,Adana,2022-07-01,Bioenergy,16.57,1,3.81,0.37
Türkiye,Adana,2022-07-01,Coal,1246.25,75.55,1021.92,98.26
Türkiye,Adana,2022-07-01,Gas,9.27,0.56,4.54,0.44
Türkiye,Adana,2022-07-01,Geothermal,0,0,0,0
Türkiye,Adana,2022-07-01,Hydro,342.21,20.75,8.21,0.79
Türkiye,Adana,2022-07-01,Other Fossil,0,0,0,0
Türkiye,Adana,2022-07-01,Solar,31.11,1.89,1.49,0.14
Türkiye,Adana,2022-07-01,Wind,4.13,0.25,0.05,0
Türkiye,Adana,2022-08-01,Bioenergy,16.64,0.88,3.83,0.29
Türkiye,Adana,2022-08-01,Coal,1618.29,85.49,1327,98.86
Türkiye,Adana,2022-08-01,Gas,10.19,0.54,4.99,0.37
Türkiye,Adana,2022-08-01,Geothermal,0,0,0,0
Türkiye,Adana,2022-08-01,Hydro,223.14,11.79,5.36,0.4
Türkiye,Adana,2022-08-01,Other Fossil,0,0,0,0
Türkiye,Adana,2022-08-01,Solar,22.4,1.18,1.08,0.08
Türkiye,Adana,2022-08-01,Wind,2.21,0.12,0.02,0
Türkiye,Adana,2022-09-01,Bioenergy,17.21,0.88,3.96,0.28
Türkiye,Adana,2022-09-01,Coal,1695.04,86.83,1389.93,98.96
Türkiye,Adana,2022-09-01,Gas,9.49,0.49,4.65,0.33
Türkiye,Adana,2022-09-01,Geothermal,0,0,0,0
Türkiye,Adana,2022-09-01,Hydro,202.87,10.39,4.87,0.35
Türkiye,Adana,2022-09-01,Other Fossil,0,0,0,0
Türkiye,Adana,2022-09-01,Solar,21.38,1.1,1.03,0.07
Türkiye,Adana,2022-09-01,Wind,6.13,0.31,0.07,0
Türkiye,Adana,2022-10-01,Bioenergy,15.71,0.76,3.61,0.24
Türkiye,Adana,2022-10-01,Coal,1842.67,88.82,1510.99,99.09
Türkiye,Adana,2022-10-01,Gas,10.26,0.49,5.03,0.33
Türkiye,Adana,2022-10-01,Geothermal,0,0,0,0
Türkiye,Adana,2022-10-01,Hydro,181.4,8.74,4.35,0.29
Türkiye,Adana,2022-10-01,Other Fossil,0,0,0,0
Türkiye,Adana,2022-10-01,Solar,17.81,0.86,0.85,0.06
Türkiye,Adana,2022-10-01,Wind,6.65,0.32,0.07,0
Türkiye,Adana,2022-11-01,Bioenergy,17.72,0.78,4.08,0.24
Türkiye,Adana,2022-11-01,Coal,2078.71,91.93,1704.54,99.28
Türkiye,Adana,2022-11-01,Gas,8.66,0.38,4.24,0.25
Türkiye,Adana,2022-11-01,Geothermal,0,0,0,0
Türkiye,Adana,2022-11-01,Hydro,135.99,6.01,3.26,0.19
Türkiye,Adana,2022-11-01,Other Fossil,0,0,0,0
Türkiye,Adana,2022-11-01,Solar,13.01,0.58,0.62,0.04
Türkiye,Adana,2022-11-01,Wind,7.14,0.32,0.08,0
Türkiye,Adana,2022-12-01,Bioenergy,21.84,0.95,5.02,0.3
Türkiye,Adana,2022-12-01,Coal,2056.3,89.83,1686.17,99.11
Türkiye,Adana,2022-12-01,Gas,10.37,0.45,5.08,0.3
Türkiye,Adana,2022-12-01,Geothermal,0,0,0,0
Türkiye,Adana,2022-12-01,Hydro,182.1,7.96,4.37,0.26
Türkiye,Adana,2022-12-01,Other Fossil,0,0,0,0
Türkiye,Adana,2022-12-01,Solar,11.9,0.52,0.57,0.03
Türkiye,Adana,2022-12-01,Wind,6.58,0.29,0.07,0
Türkiye,Adıyaman,2018-01-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2018-01-01,Coal,0,0,0,0
Türkiye,Adıyaman,2018-01-01,Gas,0,0,0,0
Türkiye,Adıyaman,2018-01-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2018-01-01,Hydro,47.45,80.9,1.14,75.5
Türkiye,Adıyaman,2018-01-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2018-01-01,Solar,6.65,11.34,0.32,21.19
Türkiye,Adıyaman,2018-01-01,Wind,4.55,7.76,0.05,3.31
Türkiye,Adıyaman,2018-02-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2018-02-01,Coal,0,0,0,0
Türkiye,Adıyaman,2018-02-01,Gas,0,0,0,0
Türkiye,Adıyaman,2018-02-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2018-02-01,Hydro,58.31,86.63,1.4,79.55
Türkiye,Adıyaman,2018-02-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2018-02-01,Solar,7.08,10.52,0.34,19.32
Türkiye,Adıyaman,2018-02-01,Wind,1.92,2.85,0.02,1.14
Türkiye,Adıyaman,2018-03-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2018-03-01,Coal,0,0,0,0
Türkiye,Adıyaman,2018-03-01,Gas,0,0,0,0
Türkiye,Adıyaman,2018-03-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2018-03-01,Hydro,85.18,84.01,2.04,75.56
Türkiye,Adıyaman,2018-03-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2018-03-01,Solar,13.01,12.83,0.62,22.96
Türkiye,Adıyaman,2018-03-01,Wind,3.2,3.16,0.04,1.48
Türkiye,Adıyaman,2018-04-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2018-04-01,Coal,0,0,0,0
Türkiye,Adıyaman,2018-04-01,Gas,0,0,0,0
Türkiye,Adıyaman,2018-04-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2018-04-01,Hydro,48.14,70.13,1.16,58.88
Türkiye,Adıyaman,2018-04-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2018-04-01,Solar,15.84,23.08,0.76,38.58
Türkiye,Adıyaman,2018-04-01,Wind,4.66,6.79,0.05,2.54
Türkiye,Adıyaman,2018-05-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2018-05-01,Coal,0,0,0,0
Türkiye,Adıyaman,2018-05-01,Gas,0,0,0,0
Türkiye,Adıyaman,2018-05-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2018-05-01,Hydro,53.5,75.3,1.28,62.75
Türkiye,Adıyaman,2018-05-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2018-05-01,Solar,15.32,21.56,0.74,36.27
Türkiye,Adıyaman,2018-05-01,Wind,2.23,3.14,0.02,0.98
Türkiye,Adıyaman,2018-06-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2018-06-01,Coal,0,0,0,0
Türkiye,Adıyaman,2018-06-01,Gas,0,0,0,0
Türkiye,Adıyaman,2018-06-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2018-06-01,Hydro,25.58,55.06,0.61,40.94
Türkiye,Adıyaman,2018-06-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2018-06-01,Solar,17.52,37.71,0.84,56.38
Türkiye,Adıyaman,2018-06-01,Wind,3.36,7.23,0.04,2.68
Türkiye,Adıyaman,2018-07-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2018-07-01,Coal,0,0,0,0
Türkiye,Adıyaman,2018-07-01,Gas,0,0,0,0
Türkiye,Adıyaman,2018-07-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2018-07-01,Hydro,14.84,37.5,0.36,26.67
Türkiye,Adıyaman,2018-07-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2018-07-01,Solar,19.34,48.88,0.93,68.89
Türkiye,Adıyaman,2018-07-01,Wind,5.39,13.62,0.06,4.44
Türkiye,Adıyaman,2018-08-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2018-08-01,Coal,0,0,0,0
Türkiye,Adıyaman,2018-08-01,Gas,0,0,0,0
Türkiye,Adıyaman,2018-08-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2018-08-01,Hydro,9.33,26.9,0.22,18.33
Türkiye,Adıyaman,2018-08-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2018-08-01,Solar,19.01,54.8,0.91,75.83
Türkiye,Adıyaman,2018-08-01,Wind,6.35,18.3,0.07,5.83
Türkiye,Adıyaman,2018-09-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2018-09-01,Coal,0,0,0,0
Türkiye,Adıyaman,2018-09-01,Gas,0,0,0,0
Türkiye,Adıyaman,2018-09-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2018-09-01,Hydro,9.16,31.78,0.22,21.78
Türkiye,Adıyaman,2018-09-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2018-09-01,Solar,15.39,53.4,0.74,73.27
Türkiye,Adıyaman,2018-09-01,Wind,4.27,14.82,0.05,4.95
Türkiye,Adıyaman,2018-10-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2018-10-01,Coal,0,0,0,0
Türkiye,Adıyaman,2018-10-01,Gas,0,0,0,0
Türkiye,Adıyaman,2018-10-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2018-10-01,Hydro,21.23,59.72,0.51,47.66
Türkiye,Adıyaman,2018-10-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2018-10-01,Solar,10.79,30.35,0.52,48.6
Türkiye,Adıyaman,2018-10-01,Wind,3.53,9.93,0.04,3.74
Türkiye,Adıyaman,2018-11-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2018-11-01,Coal,0,0,0,0
Türkiye,Adıyaman,2018-11-01,Gas,0,0,0,0
Türkiye,Adıyaman,2018-11-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2018-11-01,Hydro,23.24,69.58,0.56,57.73
Türkiye,Adıyaman,2018-11-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2018-11-01,Solar,8.12,24.31,0.39,40.21
Türkiye,Adıyaman,2018-11-01,Wind,2.04,6.11,0.02,2.06
Türkiye,Adıyaman,2018-12-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2018-12-01,Coal,0,0,0,0
Türkiye,Adıyaman,2018-12-01,Gas,0,0,0,0
Türkiye,Adıyaman,2018-12-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2018-12-01,Hydro,105.22,92.56,2.53,90.04
Türkiye,Adıyaman,2018-12-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2018-12-01,Solar,4.93,4.34,0.24,8.54
Türkiye,Adıyaman,2018-12-01,Wind,3.53,3.11,0.04,1.42
Türkiye,Adıyaman,2019-01-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2019-01-01,Coal,0,0,0,0
Türkiye,Adıyaman,2019-01-01,Gas,0,0,0,0
Türkiye,Adıyaman,2019-01-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2019-01-01,Hydro,117.72,93.41,2.83,91
Türkiye,Adıyaman,2019-01-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2019-01-01,Solar,4.9,3.89,0.24,7.72
Türkiye,Adıyaman,2019-01-01,Wind,3.4,2.7,0.04,1.29
Türkiye,Adıyaman,2019-02-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2019-02-01,Coal,0,0,0,0
Türkiye,Adıyaman,2019-02-01,Gas,0,0,0,0
Türkiye,Adıyaman,2019-02-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2019-02-01,Hydro,103.1,89.39,2.47,83.45
Türkiye,Adıyaman,2019-02-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2019-02-01,Solar,9.61,8.33,0.46,15.54
Türkiye,Adıyaman,2019-02-01,Wind,2.63,2.28,0.03,1.01
Türkiye,Adıyaman,2019-03-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2019-03-01,Coal,0,0,0,0
Türkiye,Adıyaman,2019-03-01,Gas,0,0,0,0
Türkiye,Adıyaman,2019-03-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2019-03-01,Hydro,118.81,88.36,2.85,82.61
Türkiye,Adıyaman,2019-03-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2019-03-01,Solar,11.68,8.69,0.56,16.23
Türkiye,Adıyaman,2019-03-01,Wind,3.97,2.95,0.04,1.16
Türkiye,Adıyaman,2019-04-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2019-04-01,Coal,0,0,0,0
Türkiye,Adıyaman,2019-04-01,Gas,0,0,0,0
Türkiye,Adıyaman,2019-04-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2019-04-01,Hydro,121.95,88.89,2.93,82.07
Türkiye,Adıyaman,2019-04-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2019-04-01,Solar,13.01,9.48,0.62,17.37
Türkiye,Adıyaman,2019-04-01,Wind,2.23,1.63,0.02,0.56
Türkiye,Adıyaman,2019-05-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2019-05-01,Coal,0,0,0,0
Türkiye,Adıyaman,2019-05-01,Gas,0,0,0,0
Türkiye,Adıyaman,2019-05-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2019-05-01,Hydro,117.03,83.99,2.81,74.54
Türkiye,Adıyaman,2019-05-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2019-05-01,Solar,19.46,13.97,0.93,24.67
Türkiye,Adıyaman,2019-05-01,Wind,2.84,2.04,0.03,0.8
Türkiye,Adıyaman,2019-06-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2019-06-01,Coal,0,0,0,0
Türkiye,Adıyaman,2019-06-01,Gas,0,0,0,0
Türkiye,Adıyaman,2019-06-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2019-06-01,Hydro,73.35,76.18,1.76,64.23
Türkiye,Adıyaman,2019-06-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2019-06-01,Solar,19.64,20.4,0.94,34.31
Türkiye,Adıyaman,2019-06-01,Wind,3.29,3.42,0.04,1.46
Türkiye,Adıyaman,2019-07-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2019-07-01,Coal,0,0,0,0
Türkiye,Adıyaman,2019-07-01,Gas,0,0,0,0
Türkiye,Adıyaman,2019-07-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2019-07-01,Hydro,49.03,63.84,1.18,52.21
Türkiye,Adıyaman,2019-07-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2019-07-01,Solar,20.96,27.29,1.01,44.69
Türkiye,Adıyaman,2019-07-01,Wind,6.81,8.87,0.07,3.1
Türkiye,Adıyaman,2019-08-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2019-08-01,Coal,0,0,0,0
Türkiye,Adıyaman,2019-08-01,Gas,0,0,0,0
Türkiye,Adıyaman,2019-08-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2019-08-01,Hydro,32.52,54.91,0.78,42.62
Türkiye,Adıyaman,2019-08-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2019-08-01,Solar,20.32,34.31,0.98,53.55
Türkiye,Adıyaman,2019-08-01,Wind,6.38,10.77,0.07,3.83
Türkiye,Adıyaman,2019-09-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2019-09-01,Coal,0,0,0,0
Türkiye,Adıyaman,2019-09-01,Gas,0,0,0,0
Türkiye,Adıyaman,2019-09-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2019-09-01,Hydro,19.96,44.87,0.48,32.65
Türkiye,Adıyaman,2019-09-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2019-09-01,Solar,19.36,43.53,0.93,63.27
Türkiye,Adıyaman,2019-09-01,Wind,5.16,11.6,0.06,4.08
Türkiye,Adıyaman,2019-10-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2019-10-01,Coal,0,0,0,0
Türkiye,Adıyaman,2019-10-01,Gas,0,0,0,0
Türkiye,Adıyaman,2019-10-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2019-10-01,Hydro,21.42,56.18,0.51,41.13
Türkiye,Adıyaman,2019-10-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2019-10-01,Solar,14.71,38.58,0.71,57.26
Türkiye,Adıyaman,2019-10-01,Wind,2,5.25,0.02,1.61
Türkiye,Adıyaman,2019-11-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2019-11-01,Coal,0,0,0,0
Türkiye,Adıyaman,2019-11-01,Gas,0,0,0,0
Türkiye,Adıyaman,2019-11-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2019-11-01,Hydro,22.66,61.88,0.54,46.55
Türkiye,Adıyaman,2019-11-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2019-11-01,Solar,12.71,34.71,0.61,52.59
Türkiye,Adıyaman,2019-11-01,Wind,1.25,3.41,0.01,0.86
Türkiye,Adıyaman,2019-12-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2019-12-01,Coal,0,0,0,0
Türkiye,Adıyaman,2019-12-01,Gas,0,0,0,0
Türkiye,Adıyaman,2019-12-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2019-12-01,Hydro,47.91,81.31,1.15,75.16
Türkiye,Adıyaman,2019-12-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2019-12-01,Solar,7.07,12,0.34,22.22
Türkiye,Adıyaman,2019-12-01,Wind,3.94,6.69,0.04,2.61
Türkiye,Adıyaman,2020-01-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2020-01-01,Coal,0,0,0,0
Türkiye,Adıyaman,2020-01-01,Gas,0,0,0,0
Türkiye,Adıyaman,2020-01-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2020-01-01,Hydro,73.57,82.37,1.77,76.62
Türkiye,Adıyaman,2020-01-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2020-01-01,Solar,9.96,11.15,0.48,20.78
Türkiye,Adıyaman,2020-01-01,Wind,5.79,6.48,0.06,2.6
Türkiye,Adıyaman,2020-02-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2020-02-01,Coal,0,0,0,0
Türkiye,Adıyaman,2020-02-01,Gas,0,0,0,0
Türkiye,Adıyaman,2020-02-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2020-02-01,Hydro,94.45,87.38,2.27,81.95
Türkiye,Adıyaman,2020-02-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2020-02-01,Solar,9.68,8.96,0.46,16.61
Türkiye,Adıyaman,2020-02-01,Wind,3.96,3.66,0.04,1.44
Türkiye,Adıyaman,2020-03-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2020-03-01,Coal,0,0,0,0
Türkiye,Adıyaman,2020-03-01,Gas,0,0,0,0
Türkiye,Adıyaman,2020-03-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2020-03-01,Hydro,131.88,87.93,3.17,80.87
Türkiye,Adıyaman,2020-03-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2020-03-01,Solar,14.95,9.97,0.72,18.37
Türkiye,Adıyaman,2020-03-01,Wind,3.16,2.11,0.03,0.77
Türkiye,Adıyaman,2020-04-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2020-04-01,Coal,0,0,0,0
Türkiye,Adıyaman,2020-04-01,Gas,0,0,0,0
Türkiye,Adıyaman,2020-04-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2020-04-01,Hydro,130.76,86.12,3.14,77.34
Türkiye,Adıyaman,2020-04-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2020-04-01,Solar,18.64,12.28,0.89,21.92
Türkiye,Adıyaman,2020-04-01,Wind,2.44,1.61,0.03,0.74
Türkiye,Adıyaman,2020-05-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2020-05-01,Coal,0,0,0,0
Türkiye,Adıyaman,2020-05-01,Gas,0,0,0,0
Türkiye,Adıyaman,2020-05-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2020-05-01,Hydro,94.09,77.94,2.26,67.66
Türkiye,Adıyaman,2020-05-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2020-05-01,Solar,21.18,17.54,1.02,30.54
Türkiye,Adıyaman,2020-05-01,Wind,5.45,4.51,0.06,1.8
Türkiye,Adıyaman,2020-06-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2020-06-01,Coal,0,0,0,0
Türkiye,Adıyaman,2020-06-01,Gas,0,0,0,0
Türkiye,Adıyaman,2020-06-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2020-06-01,Hydro,53.07,66.68,1.27,53.14
Türkiye,Adıyaman,2020-06-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2020-06-01,Solar,22.48,28.24,1.08,45.19
Türkiye,Adıyaman,2020-06-01,Wind,4.04,5.08,0.04,1.67
Türkiye,Adıyaman,2020-07-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2020-07-01,Coal,0,0,0,0
Türkiye,Adıyaman,2020-07-01,Gas,0,0,0,0
Türkiye,Adıyaman,2020-07-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2020-07-01,Hydro,33.95,55.28,0.81,41.75
Türkiye,Adıyaman,2020-07-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2020-07-01,Solar,22.48,36.61,1.08,55.67
Türkiye,Adıyaman,2020-07-01,Wind,4.98,8.11,0.05,2.58
Türkiye,Adıyaman,2020-08-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2020-08-01,Coal,0,0,0,0
Türkiye,Adıyaman,2020-08-01,Gas,0,0,0,0
Türkiye,Adıyaman,2020-08-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2020-08-01,Hydro,22.66,42.83,0.54,31.4
Türkiye,Adıyaman,2020-08-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2020-08-01,Solar,22.88,43.24,1.1,63.95
Türkiye,Adıyaman,2020-08-01,Wind,7.37,13.93,0.08,4.65
Türkiye,Adıyaman,2020-09-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2020-09-01,Coal,0,0,0,0
Türkiye,Adıyaman,2020-09-01,Gas,0,0,0,0
Türkiye,Adıyaman,2020-09-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2020-09-01,Hydro,16.76,44.43,0.4,29.85
Türkiye,Adıyaman,2020-09-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2020-09-01,Solar,19.08,50.58,0.92,68.66
Türkiye,Adıyaman,2020-09-01,Wind,1.88,4.98,0.02,1.49
Türkiye,Adıyaman,2020-10-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2020-10-01,Coal,0,0,0,0
Türkiye,Adıyaman,2020-10-01,Gas,0,0,0,0
Türkiye,Adıyaman,2020-10-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2020-10-01,Hydro,16.67,45.15,0.4,30.77
Türkiye,Adıyaman,2020-10-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2020-10-01,Solar,18.41,49.86,0.88,67.69
Türkiye,Adıyaman,2020-10-01,Wind,1.84,4.98,0.02,1.54
Türkiye,Adıyaman,2020-11-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2020-11-01,Coal,0,0,0,0
Türkiye,Adıyaman,2020-11-01,Gas,0,0,0,0
Türkiye,Adıyaman,2020-11-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2020-11-01,Hydro,25.65,59.37,0.62,46.97
Türkiye,Adıyaman,2020-11-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2020-11-01,Solar,13.78,31.9,0.66,50
Türkiye,Adıyaman,2020-11-01,Wind,3.77,8.73,0.04,3.03
Türkiye,Adıyaman,2020-12-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2020-12-01,Coal,0,0,0,0
Türkiye,Adıyaman,2020-12-01,Gas,0,0,0,0
Türkiye,Adıyaman,2020-12-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2020-12-01,Hydro,37.14,71.15,0.89,58.55
Türkiye,Adıyaman,2020-12-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2020-12-01,Solar,12.42,23.79,0.6,39.47
Türkiye,Adıyaman,2020-12-01,Wind,2.64,5.06,0.03,1.97
Türkiye,Adıyaman,2021-01-01,Bioenergy,0,0,0,0
Türkiye,Adıyaman,2021-01-01,Coal,0,0,0,0
Türkiye,Adıyaman,2021-01-01,Gas,0,0,0,0
Türkiye,Adıyaman,2021-01-01,Geothermal,0,0,0,0
Türkiye,Adıyaman,2021-01-01,Hydro,51.17,76.15,1.23,66.13
Türkiye,Adıyaman,2021-01-01,Other Fossil,0,0,0,0
Türkiye,Adıyaman,2021-01-01,Solar,12.27,18.26,0.59,31.72
Türkiye,Adıyaman,2021-01-01,Wind,3.76,5.6,0.04,2.15
